name,Unnamed: 0,ra,dec,dist,nplanets,date,mabs,mapp,type,commentary,subtype,importance,teff_val,mass
WASP-156,3376,32.781708,2.418,1.4e-07,1,01/01/2017,,,exoplanet, ,,0,,
WASP-95,2329,337.457189,-48.003085999999996,1.41e-07,1,01/01/2014,,,exoplanet, ,,0,,
HD 100655,213,173.76564,20.441545,1.41e-07,1,01/01/2011,,,exoplanet, ,,0,,
K2-228,3248,187.29478500000002,-6.834258,1.42e-07,1,01/01/2018,,,exoplanet, ,,0,,
HAT-P-12,1496,209.389489,43.493534000000004,1.43e-07,1,01/01/2009,,,exoplanet, ,,0,,
HD 240210,1736,347.62179199999997,57.029456,1.43e-07,1,01/01/2009,,,exoplanet, ,,0,,
WASP-104,2334,160.602432,7.435026,1.43e-07,1,01/01/2014,,,exoplanet, ,,0,,
K2-153,3453,183.809189,2.020953,1.44e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-438,1891,281.645806,41.951091999999996,1.45e-07,1,01/01/2015,,,exoplanet, ,,0,,
1RXS J160929.1-210524,591,242.376268,-21.083036,1.45e-07,1,01/01/2008,,,exoplanet, ,,0,,
GSC 06214-00210,1489,245.47777999999997,-20.719202,1.45e-07,1,01/01/2010,,,exoplanet, ,,0,,
XO-2 N,2416,117.026968,50.2258,1.4599999999999998e-07,1,01/01/2007,,,exoplanet, ,,0,,
WASP-97,2650,24.604338000000002,-55.772082999999995,1.4599999999999998e-07,1,01/01/2014,,,exoplanet, ,,0,,
TAP 26,3113,64.715416,17.387936,1.47e-07,1,01/01/2017,,,exoplanet, ,,0,,
K2-251,3297,190.689224,-8.535919999999999,1.48e-07,1,01/01/2018,,,exoplanet, ,,0,,
XO-2 S,2417,117.031174,50.217556,1.48e-07,2,01/01/2014,,,exoplanet, ,,0,,
HATS-6,82,88.14679699999998,-19.031655999999998,1.48e-07,1,01/01/2015,,,exoplanet, ,,0,,
HD 95089,1776,164.69889799999999,1.729216,1.49e-07,1,01/01/2009,,,exoplanet, ,,0,,
HIP 63242,658,194.383163,-65.646461,1.49e-07,1,01/01/2013,,,exoplanet, ,,0,,
K2-241,3283,181.239365,-6.8049240000000015,1.5e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-205,1475,285.287111,41.861171999999996,1.5e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-617,3083,283.7407100000001,47.516293,1.5e-07,1,01/01/2016,,,exoplanet, ,,0,,
V830 Tau,2637,68.291803,24.56205,1.5e-07,1,01/01/2016,,,exoplanet, ,,0,,
TrES-1,2063,286.041062,36.632629,1.5e-07,1,01/01/2004,,,exoplanet, ,,0,,
Kepler-732,3075,283.732021,45.958771,1.5e-07,2,01/01/2016,,,exoplanet, ,,0,,
HD 98219,208,169.448135,-23.975414,1.5e-07,1,01/01/2011,,,exoplanet, ,,0,,
K2-156,3164,182.70018000000002,-6.2942050000000025,1.5e-07,1,01/01/2018,,,exoplanet, ,,0,,
HD 5891,75,15.1383,20.292483999999998,1.51e-07,1,01/01/2011,,,exoplanet, ,,0,,
WASP-91,3108,357.845367,-70.15283199999999,1.51e-07,1,01/01/2017,,,exoplanet, ,,0,,
K2-139,3150,289.066528,-17.910688,1.5199999999999998e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-411,2767,287.60558199999997,49.523262,1.53e-07,2,01/01/2013,,,exoplanet, ,,0,,
CoRoT-7,2527,100.956125,-1.063033,1.54e-07,2,01/01/2009,,,exoplanet, ,,0,,
K2-131,3143,182.751556,-9.765217999999999,1.54e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-220,233,291.506237,46.895779,1.54e-07,4,01/01/2014,,,exoplanet, ,,0,,
WASP-99,2330,39.897688,-50.008003,1.55e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-378,2600,294.948588,46.438641,1.55e-07,2,01/01/2014,,,exoplanet, ,,0,,
WASP-13,2142,140.102976,33.882439,1.55e-07,1,01/01/2009,,,exoplanet, ,,0,,
K2-123,3374,134.444183,21.453533,1.56e-07,1,01/01/2017,,,exoplanet, ,,0,,
WASP-117,2336,36.775432,-50.284519,1.56e-07,1,01/01/2014,,,exoplanet, ,,0,,
HIP 78530,738,240.481064,-21.980389000000002,1.57e-07,1,01/01/2010,,,exoplanet, ,,0,,
HD 12648,2982,34.748653000000004,85.736153,1.58e-07,1,01/01/2015,,,exoplanet, ,,0,,
8 UMi,1582,224.201477,74.900925,1.59e-07,1,01/01/2015,,,exoplanet, ,,0,,
WASP-42,2230,192.98154499999998,-42.073608,1.6e-07,1,01/01/2012,,,exoplanet, ,,0,,
WASP-14,2143,218.276477,21.894714,1.6e-07,1,01/01/2008,,,exoplanet, ,,0,,
WASP-62,2653,87.139961,-63.988434,1.6e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-1446,2795,289.42396,46.72617,1.62e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1512,3055,289.274503,44.470253,1.62e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 14067,2696,34.293499,23.767832000000002,1.6300000000000002e-07,1,01/01/2014,,,exoplanet, ,,0,,
WASP-136,3415,0.32575,-8.926325,1.6399999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 102272,218,176.59806799999996,14.123985999999999,1.6399999999999999e-07,1,01/01/2008,,,exoplanet, ,,0,,
CT Cha,2520,166.037877,-76.455383,1.65e-07,1,01/01/2007,,,exoplanet, ,,0,,
Kepler-538,3428,297.486901,49.623455,1.65e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-18,1502,256.346473,33.012512,1.66e-07,1,01/01/2010,,,exoplanet, ,,0,,
WASP-2,2573,307.725542,6.429536,1.66e-07,1,01/01/2007,,,exoplanet, ,,0,,
HD 1502,85,4.82111,14.054754999999998,1.68e-07,1,01/01/2011,,,exoplanet, ,,0,,
HIP 8541,1290,27.526375,-54.464962,1.69e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 28678,145,67.85605600000001,4.575287,1.69e-07,1,01/01/2011,,,exoplanet, ,,0,,
HD 86950,3412,150.406708,-17.333023,1.69e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 219415,570,348.72427799999997,56.730328,1.7e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-994,899,289.072225,47.407070000000004,1.7e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-49,2580,91.089427,-16.965294,1.7e-07,1,01/01/2012,,,exoplanet, ,,0,,
HD 206610,1724,325.85376,-7.408253,1.7e-07,1,01/01/2009,,,exoplanet, ,,0,,
Kepler-125,1507,298.258123,47.60494600000001,1.71e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1053,1112,291.418635,39.127415,1.71e-07,1,01/01/2016,,,exoplanet, ,,0,,
K2-159,3166,180.54089399999998,-3.5807230000000003,1.72e-07,1,01/01/2018,,,exoplanet, ,,0,,
XO-1,2415,240.54935,28.169586,1.72e-07,1,01/01/2006,,,exoplanet, ,,0,,
Kepler-186,65,298.652714,43.955017,1.72e-07,5,01/01/2014,,,exoplanet,"When discovered in April 2014, Kepler 186f was the first Earth sized planet known to orbit in the habitable zone around its host star.

Host Star: Kepler 186

Host Star Type: Red Dwarf - M Type Main Sequence

Constellation: Cygnus

Distance from Earth: 500 light years

Mass: Unknown, between 0.5 to 2 times that of Earth depending on composition

Diameter: Around 8,800 miles (14,300 km)

Distance from host star:  60 million km

Orbital Period: 130 Earth days

Temperature: Unknown",,0,,
Kepler-10,1055,285.679394,50.241299,1.73e-07,2,01/01/2011,,,exoplanet, ,,0,,
XO-3,2419,65.469581,57.81718100000001,1.74e-07,1,01/01/2007,,,exoplanet, ,,0,,
Kepler-303,2049,283.135465,43.657055,1.75e-07,2,01/01/2014,,,exoplanet, ,,0,,
BD+15 2940,682,240.09556600000002,15.54693,1.75e-07,1,01/01/2013,,,exoplanet, ,,0,,
Kepler-1124,1022,286.594273,37.891265999999995,1.7699999999999996e-07,1,01/01/2016,,,exoplanet, ,,0,,
Pr0201,2570,130.432596,20.226891000000002,1.7699999999999996e-07,1,01/01/2012,,,exoplanet, ,,0,,
KELT-3,1785,148.643324,40.388069,1.78e-07,1,01/01/2013,,,exoplanet, ,,0,,
WASP-130,3339,203.105988,-42.475273,1.8e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-41,2980,190.618736,-30.639870000000002,1.8e-07,2,01/01/2015,,,exoplanet, ,,0,,
WASP-94 B,2328,313.788158,-34.135521000000004,1.8e-07,1,01/01/2014,,,exoplanet, ,,0,,
WASP-140,3343,60.385619999999996,-20.451092000000006,1.8e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-94 A,2649,313.783098,-34.135555,1.8e-07,1,01/01/2014,,,exoplanet, ,,0,,
EPIC 211945201,3281,136.573975,19.402252,1.83e-07,1,01/01/2018,,,exoplanet, ,,0,,
HD 152581,367,253.43159500000002,11.973746,1.83e-07,1,01/01/2011,,,exoplanet, ,,0,,
K2-138,3156,348.949036,-10.849696,1.83e-07,5,01/01/2017,,,exoplanet, ,,0,,
KELT-10,979,284.548373,-47.003242,1.83e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1152,1338,290.434033,44.107651000000004,1.8399999999999998e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 76920,3367,133.820068,-67.265472,1.85e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-398,2673,291.468662,40.343853,1.85e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1313,315,292.388546,42.233261,1.87e-07,1,01/01/2016,,,exoplanet, ,,0,,
KELT-9,3347,307.859802,39.938828,1.8899999999999999e-07,1,01/01/2017,,,exoplanet, ,,0,,
MASCARA-1,3363,317.551544,10.738873,1.8899999999999999e-07,1,01/01/2017,,,exoplanet, ,,0,,
HD 190984,743,302.877991,-64.620468,1.8899999999999999e-07,1,01/01/2009,,,exoplanet, ,,0,,
Kepler-22,846,289.217484,47.884464,1.9e-07,1,01/01/2011,,,exoplanet, ,,0,,
HAT-P-15,1499,66.248026,39.460636,1.9e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-94,3186,281.194747,47.497147999999996,1.91e-07,2,01/01/2014,,,exoplanet, ,,0,,
K2-255,3302,189.912994,-3.370542,1.92e-07,1,01/01/2018,,,exoplanet, ,,0,,
HAT-P-30,1415,123.949894,5.836719,1.93e-07,1,01/01/2011,,,exoplanet, ,,0,,
WASP-25,2160,195.359879,-27.5222,1.93e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-737,2954,291.8628470000001,46.429256,1.95e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-101,2332,98.351102,-23.48621,1.98e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-367,2507,297.292418,49.981632,1.98e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1019,1000,283.71752599999996,47.204449,1.98e-07,1,01/01/2016,,,exoplanet, ,,0,,
K2-158,3165,179.939987,-5.721709,1.98e-07,2,01/01/2018,,,exoplanet, ,,0,,
Kepler-1624,2074,292.57986,37.376411,1.99e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1076,1214,287.590098,51.060574,1.99e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-63,1278,289.226179,49.548203,2e-07,1,01/01/2013,,,exoplanet, ,,0,,
WASP-54,2235,205.454308,-0.128076,2e-07,1,01/01/2012,,,exoplanet, ,,0,,
BD+20 2457,2516,154.18691,19.891409,2e-07,2,01/01/2009,,,exoplanet, ,,0,,
CoRoT-2,1505,291.777056,1.3837139999999999,2e-07,1,01/01/2008,,,exoplanet, ,,0,,
WASP-47,2977,331.203047,-12.018885000000001,2e-07,4,01/01/2015,,,exoplanet, ,,0,,
WASP-82,2648,72.660671,1.893921,2e-07,1,01/01/2015,,,exoplanet, ,,0,,
K2-223,3243,185.306152,-10.282036999999999,2.01e-07,2,01/01/2018,,,exoplanet, ,,0,,
HAT-P-27,22,222.76743599999998,5.947368,2.0399999999999997e-07,1,01/01/2011,,,exoplanet, ,,0,,
HAT-P-14,1498,260.116169,38.242165,2.05e-07,1,01/01/2010,,,exoplanet, ,,0,,
WASP-16,2572,214.683032,-20.275484,2.08e-07,1,01/01/2009,,,exoplanet, ,,0,,
HATS-22,3119,174.00972,-29.543312,2.08e-07,1,01/01/2017,,,exoplanet, ,,0,,
KELT-17,3316,125.61752299999999,13.735319,2.1e-07,1,01/01/2016,,,exoplanet, ,,0,,
KELT-4 A,2994,157.062546,25.57318900000001,2.1e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-20,2157,5.160558999999999,-23.935728,2.1e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-99,285,297.3540040000001,41.300049,2.1e-07,1,01/01/2014,,,exoplanet, ,,0,,
K2-226,3247,183.64575200000002,-9.562642,2.1100000000000002e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-543,2967,287.218727,38.862513,2.12e-07,1,01/01/2016,,,exoplanet, ,,0,,
TrES-2,963,286.808473,49.316402000000004,2.1300000000000001e-07,1,01/01/2006,,,exoplanet, ,,0,,
K2-244,3288,183.468918,-3.831868,2.1399999999999998e-07,1,01/01/2018,,,exoplanet, ,,0,,
HAT-P-13,2607,129.88253600000002,47.352051,2.1399999999999998e-07,2,01/01/2009,,,exoplanet, ,,0,,
Kepler-369,2510,293.674235,47.908467,2.1399999999999998e-07,2,01/01/2014,,,exoplanet, ,,0,,
WASP-123,2360,289.47867599999995,-32.861129999999996,2.1399999999999998e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-19,15,9.516742,34.711575,2.15e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-1439,2788,285.739806,40.980036,2.15e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-327,2218,292.642372,44.087672999999995,2.17e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-942,1199,294.9551140000001,44.149817999999996,2.1800000000000002e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-3,2151,278.631793,35.661533,2.2e-07,1,01/01/2007,,,exoplanet, ,,0,,
HD 5583,976,14.486254999999998,34.985561,2.21e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 96127,1777,166.441452,44.30155900000001,2.21e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-505,3426,287.858119,42.542629,2.22e-07,1,01/01/2016,,,exoplanet, ,,0,,
KELT-6,2976,195.981868,30.640051,2.22e-07,2,01/01/2015,,,exoplanet, ,,0,,
Kepler-1605,2081,287.13489500000014,47.488621,2.24e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-954,786,295.859378,47.93951,2.24e-07,1,01/01/2016,,,exoplanet, ,,0,,
NGTS-1,3146,82.714378,-36.630787,2.24e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-779,1680,285.628532,44.310889,2.24e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-67,2318,295.74384,-19.949596,2.25e-07,1,01/01/2012,,,exoplanet, ,,0,,
WASP-45,2579,5.237497,-35.99825999999999,2.25e-07,1,01/01/2011,,,exoplanet, ,,0,,
HD 17092,2718,41.592117,49.653076,2.25e-07,1,01/01/2007,,,exoplanet, ,,0,,
Kepler-296,2110,286.540008,49.437326,2.26e-07,5,01/01/2014,,,exoplanet, ,,0,,
Kepler-1089,1228,291.092742,49.19005900000001,2.2699999999999998e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1521,2248,292.690301,37.835001,2.2699999999999998e-07,1,01/01/2016,,,exoplanet, ,,0,,
TrES-3,2064,268.029265,37.546154,2.28e-07,1,01/01/2007,,,exoplanet, ,,0,,
K2-254,3301,185.550751,-4.717236,2.2899999999999997e-07,2,01/01/2018,,,exoplanet, ,,0,,
K2-252,3298,182.36636399999998,-8.30952,2.3e-07,1,01/01/2018,,,exoplanet, ,,0,,
WASP-139,3342,49.562228999999995,-41.302147,2.3e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-50,2233,43.688072999999996,-10.89808,2.3e-07,1,01/01/2011,,,exoplanet, ,,0,,
WASP-39,2229,217.326702,-3.4445339999999995,2.3e-07,1,01/01/2011,,,exoplanet, ,,0,,
PSR J2322-2650,3434,350.644348,-26.849533,2.3e-07,1,01/01/2017,,,exoplanet, ,,0,,
HAT-P-8,1494,343.041067,35.44710900000001,2.3e-07,1,01/01/2008,,,exoplanet, ,,0,,
Kepler-1655,3238,286.689452,39.211929,2.3100000000000002e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-126,1509,289.3472910000001,44.208553,2.3100000000000002e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-506,1248,284.6351870000001,40.719832000000004,2.3100000000000002e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 11755,2981,29.708696000000003,73.15238199999997,2.3100000000000002e-07,1,01/01/2015,,,exoplanet, ,,0,,
WASP-32,2225,3.961682,1.200451,2.3199999999999999e-07,1,01/01/2010,,,exoplanet, ,,0,,
XO-6,2168,94.79328199999999,73.827682,2.33e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-454,722,287.478529,38.228866,2.33e-07,2,01/01/2015,,,exoplanet, ,,0,,
Kepler-396,2671,296.1328180000001,48.97740200000001,2.33e-07,2,01/01/2013,,,exoplanet, ,,0,,
Kepler-519,2852,299.31953799999997,41.384646999999994,2.3399999999999998e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-54,1257,294.7739390000001,43.056295,2.3399999999999998e-07,3,01/01/2012,,,exoplanet, ,,0,,
Kepler-1130,1029,285.207485,45.38435,2.3399999999999998e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-126,3200,63.373865,-69.226807,2.3399999999999998e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-131,1518,288.530825,40.942304,2.35e-07,2,01/01/2014,,,exoplanet, ,,0,,
HAT-P-16,1500,9.573181,42.463078,2.35e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-1229,2443,297.486691,46.996716,2.3600000000000002e-07,1,01/01/2016,,,exoplanet, ,,0,,
KELT-8,2975,283.30551,24.12738,2.3600000000000002e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-691,1637,288.812003,40.033398,2.39e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-953,1292,288.9716620000001,44.624531,2.4e-07,2,01/01/2016,,,exoplanet, ,,0,,
WASP-79,2647,66.370903,-30.600445,2.4e-07,1,01/01/2012,,,exoplanet, ,,0,,
HD 145934,2698,243.29113999999998,13.239476000000002,2.4e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-1351,2723,293.60872,42.197678,2.41e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-901,1090,291.152951,40.887496999999996,2.41e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-21,2158,347.492721,18.396085999999997,2.4199999999999997e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-210,2004,292.503389,43.083149,2.4199999999999997e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-676,3091,296.22197,50.287237,2.43e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-68,2319,305.0957850000001,-19.31468,2.45e-07,1,01/01/2014,,,exoplanet, ,,0,,
WASP-70 A,1597,315.476951,-13.433218,2.45e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-1074,1212,284.4765450000001,46.252579,2.45e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-129,1606,176.29896499999995,-42.063927,2.46e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-988,3196,290.70838599999996,42.237251,2.48e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-38,1572,35.383234,32.246151,2.4899999999999997e-07,1,01/01/2012,,,exoplanet, ,,0,,
WASP-19,2146,148.417002,-45.659191,2.5e-07,1,01/01/2009,,,exoplanet, ,,0,,
WASP-131,3340,210.19354199999998,-30.583567,2.5e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-93,3318,9.458791999999999,51.288761,2.5e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-908,1072,295.322517,39.37648400000001,2.5e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-26,2161,4.6028970000000005,-15.267304999999999,2.5e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-705,1645,289.508502,41.812107,2.51e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1652,3147,294.366085,49.915058,2.52e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-531,2870,286.524812,48.683601,2.5399999999999997e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-21,16,171.274955,41.027954,2.5399999999999997e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-25,854,286.638393,39.487894,2.5399999999999997e-07,3,01/01/2011,,,exoplanet, ,,0,,
Kepler-50,1168,288.100873,50.033718,2.55e-07,2,01/01/2012,,,exoplanet, ,,0,,
WASP-56,2236,183.366285,23.055698,2.55e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-114,1829,294.121421,48.349525,2.55e-07,3,01/01/2013,,,exoplanet, ,,0,,
Kepler-515,445,290.49391299999996,52.055611,2.55e-07,1,01/01/2016,,,exoplanet, ,,0,,
HATS-33,3409,294.63363599999997,-55.330105,2.55e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-113,389,287.997883,50.944332,2.55e-07,2,01/01/2014,,,exoplanet, ,,0,,
HATS-7,3276,208.85699499999998,-21.207695,2.57e-07,1,01/01/2015,,,exoplanet, ,,0,,
HATS-5,81,67.222871,-21.481916000000002,2.57e-07,1,01/01/2014,,,exoplanet, ,,0,,
HAT-P-34,1419,303.195342,18.104868,2.57e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-743,3032,295.5741680000001,42.806436,2.58e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-622,3006,284.478472,40.93311,2.59e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1349,418,286.338369,48.744099,2.6e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-75,2323,342.38570699999997,-10.67556,2.6e-07,1,01/01/2013,,,exoplanet, ,,0,,
XO-5,2420,116.716527,39.09457800000001,2.6e-07,1,01/01/2008,,,exoplanet, ,,0,,
Kepler-806,1701,296.007043,44.853443,2.6e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-345,2190,295.2288020000001,45.97102,2.6e-07,2,01/01/2014,,,exoplanet, ,,0,,
K2-247,3292,188.893692,-10.069232000000001,2.6e-07,2,01/01/2018,,,exoplanet, ,,0,,
Kepler-440,1892,285.3499520000001,41.452206,2.61e-07,1,01/01/2015,,,exoplanet, ,,0,,
HAT-P-6,1493,354.774222,42.465973,2.61e-07,1,01/01/2007,,,exoplanet, ,,0,,
Kepler-1540,2269,283.3444970000001,41.201741,2.62e-07,1,01/01/2016,,,exoplanet, ,,0,,
KELT-1,2171,0.362142,39.383808,2.62e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-314,2096,294.6741140000001,42.075588,2.63e-07,2,01/01/2014,,,exoplanet, ,,0,,
HD 24064,1581,59.15124100000001,74.08003199999997,2.64e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-236,341,283.866378,39.898092,2.65e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1075,1213,287.501179,47.469269,2.65e-07,1,01/01/2016,,,exoplanet, ,,0,,
KELT-14,510,108.30148500000001,-42.409744,2.66e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1339,408,283.745794,48.373394,2.67e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-992,3197,284.43028,47.641785,2.68e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1203,540,292.77338399999996,44.178127,2.69e-07,1,01/01/2016,,,exoplanet, ,,0,,
K2-243,3287,181.121399,-4.899185,2.69e-07,2,01/01/2018,,,exoplanet, ,,0,,
Kepler-523,2860,284.06113,45.506855,2.7e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-121,2635,107.600275,-39.097393,2.7e-07,1,01/01/2016,,,exoplanet, ,,0,,
K2-224,3244,189.70408600000002,-10.060654,2.7800000000000003e-07,2,01/01/2018,,,exoplanet, ,,0,,
Kepler-1630,3069,297.508294,43.710953,2.7800000000000003e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-753,3047,291.903273,37.902288,2.7800000000000003e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-352,2406,299.896521,46.051975,2.79e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-449,2424,293.732821,41.900828999999995,2.79e-07,2,01/01/2015,,,exoplanet, ,,0,,
Kepler-475,929,287.05170699999996,40.211542,2.8e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-267,2850,299.8303870000001,47.157461,2.81e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1009,913,282.85992999999996,42.665764,2.81e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-32,1417,31.042848,46.687836,2.8300000000000003e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-447,1981,285.26858599999997,48.560013,2.8300000000000003e-07,1,01/01/2015,,,exoplanet, ,,0,,
WASP-106,2335,166.429747,-5.0794120000000005,2.8300000000000003e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-441,1893,284.566904,49.012546,2.84e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-517,2858,293.675335,41.295348,2.84e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-137,1527,282.135534,43.039101,2.89e-07,2,01/01/2014,,,exoplanet, ,,0,,
HD 220074,571,350.059906,61.97012700000001,2.89e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-20,1948,287.698004,42.338726,2.9e-07,6,01/01/2011,,,exoplanet, ,,0,,
Kepler-482,938,296.822898,48.107555,2.9e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1027,3207,287.571185,42.813922999999996,2.91e-07,1,01/01/2016,,,exoplanet, ,,0,,
KELT-15,511,117.41503700000001,-52.12045300000001,2.91e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-65,1280,288.6887,41.151173,2.91e-07,3,01/01/2012,,,exoplanet, ,,0,,
KELT-19 A,3439,111.509499,7.615806,2.9199999999999997e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-155,1446,288.495833,51.081947,2.93e-07,2,01/01/2014,,,exoplanet, ,,0,,
XO-4,2652,110.388223,58.268108,2.93e-07,1,01/01/2008,,,exoplanet, ,,0,,
HD 158996,3239,259.904633,80.136398,2.94e-07,1,01/01/2018,,,exoplanet, ,,0,,
K2-231,3237,289.091827,-15.771107999999998,2.95e-07,1,01/01/2018,,,exoplanet, ,,0,,
HAT-P-46,78,270.44420099999996,-2.9709470000000002,2.96e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-858,879,288.848631,51.209049,2.96e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1185,2441,287.241174,39.332757,2.96e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-100,2172,291.385979,41.990272999999995,2.9699999999999997e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-973,805,290.165258,49.923862,2.9699999999999997e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-25,20,48.435419,25.197405,2.9699999999999997e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-993,898,292.614101,44.394661,2.98e-07,1,01/01/2016,,,exoplanet, ,,0,,
