name,Unnamed: 0,ra,dec,dist,nplanets,date,mabs,mapp,type,commentary,subtype,importance,teff_val,mass
AB Pic,2515,94.803802,-58.05431,4.55e-08,1,01/01/2005,,,exoplanet, ,,0,,
91 Aqr,490,348.9729,-9.087736999999999,4.55e-08,1,01/01/2013,,,exoplanet, ,,0,,
HD 70573,1760,125.70813500000001,1.859323,4.5700000000000006e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 3167,3311,8.739684,4.381469,4.58e-08,3,01/01/2016,,,exoplanet, ,,0,,
HD 24040,139,57.595698999999996,17.476366,4.6500000000000006e-08,1,01/01/2006,,,exoplanet, ,,0,,
gam Lib,3267,233.881577,-14.789535999999998,4.67e-08,2,01/01/2018,,,exoplanet, ,,0,,
nu Oph,583,269.756622,-9.773632000000001,4.6799999999999996e-08,2,01/01/2012,,,exoplanet, ,,0,,
HD 196050,1721,309.465454,-60.634482999999996,4.69e-08,1,01/01/2002,,,exoplanet, ,,0,,
HD 133131 A,3312,225.89770499999997,-27.842572999999998,4.7000000000000004e-08,2,01/01/2016,,,exoplanet, ,,0,,
HD 178911 B,1716,287.262939,34.59985,4.7000000000000004e-08,1,01/01/2001,,,exoplanet, ,,0,,
HD 133131 B,3314,225.8992,-27.840994,4.7000000000000004e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 209458,735,330.794891,18.884319,4.71e-08,1,01/01/1999,,,exoplanet, ,,0,,
HD 50499,170,103.008438,-33.915562,4.7300000000000007e-08,1,01/01/2005,,,exoplanet, ,,0,,
HD 204313,753,322.050873,-21.726255,4.7300000000000007e-08,2,01/01/2010,,,exoplanet, ,,0,,
HD 185269,669,294.29892,28.499865000000003,4.74e-08,1,01/01/2006,,,exoplanet, ,,0,,
eps Tau,643,67.154167,19.180431,4.75e-08,1,01/01/2006,,,exoplanet, ,,0,,
HD 187123,671,296.742126,34.419525,4.79e-08,2,01/01/1998,,,exoplanet, ,,0,,
GU Psc,492,18.146006,17.065475,4.8e-08,1,01/01/2014,,,exoplanet, ,,0,,
HD 143105,3007,238.40232799999998,68.720116,4.87e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 20868,134,50.177895,-33.730103,4.8899999999999995e-08,1,01/01/2008,,,exoplanet, ,,0,,
HD 45350,164,97.19046,38.962963,4.9e-08,1,01/01/2004,,,exoplanet, ,,0,,
HD 156846,453,260.142944,-19.333745999999998,4.9e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 79498,189,138.789169,23.375549,4.9e-08,1,01/01/2011,,,exoplanet, ,,0,,
K2-239,3257,160.594299,4.441349,4.9e-08,3,01/01/2018,,,exoplanet, ,,0,,
HD 220773,1734,351.614349,8.643844999999999,4.9e-08,1,01/01/2011,,,exoplanet, ,,0,,
HD 103197,253,178.220749,-50.292823999999996,4.93e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 108341,251,186.880798,-71.422974,4.9400000000000006e-08,1,01/01/2014,,,exoplanet, ,,0,,
WASP-69,2320,315.025778,-5.094404,5e-08,1,01/01/2014,,,exoplanet, ,,0,,
HD 167042,2716,272.63183599999996,54.286552,5e-08,1,01/01/2007,,,exoplanet, ,,0,,
BD+14 4559,681,318.399963,14.689387,5e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 330075,649,237.40704300000002,-49.963524,5.019999999999999e-08,1,01/01/2004,,,exoplanet, ,,0,,
HD 44219,162,95.05967700000001,-10.725009,5.04e-08,1,01/01/2010,,,exoplanet, ,,0,,
HD 222155,660,354.501282,48.996521,5.0499999999999996e-08,1,01/01/2011,,,exoplanet, ,,0,,
HD 12484,2987,30.611373999999998,2.815859,5.11e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 107148,2622,184.80621299999999,-3.319789,5.1299999999999996e-08,1,01/01/2005,,,exoplanet, ,,0,,
HD 72659,179,128.51328999999998,-1.568217,5.14e-08,1,01/01/2002,,,exoplanet, ,,0,,
HD 11506,116,28.210558000000002,-19.506975,5.17e-08,2,01/01/2008,,,exoplanet, ,,0,,
HD 164509,462,270.380127,0.104556,5.1799999999999994e-08,1,01/01/2010,,,exoplanet, ,,0,,
HD 153950,446,256.128632,-43.309769,5.19e-08,1,01/01/2008,,,exoplanet, ,,0,,
HD 23596,138,57.00155600000001,40.530636,5.2e-08,1,01/01/2003,,,exoplanet, ,,0,,
kap And,581,355.10211200000015,44.333931,5.2e-08,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-138,1843,290.381547,43.292972999999996,5.24e-08,3,01/01/2014,,,exoplanet, ,,0,,
2MASS J12073346-3932539,594,181.889447,-39.548332,5.24e-08,1,01/01/2004,,,exoplanet, ,,0,,
HD 8535,105,20.905148999999998,-41.269802,5.25e-08,1,01/01/2010,,,exoplanet, ,,0,,
HD 188015,739,298.018921,28.100376,5.26e-08,1,01/01/2004,,,exoplanet, ,,0,,
HD 212301,561,336.878845,-77.717926,5.2699999999999995e-08,1,01/01/2005,,,exoplanet, ,,0,,
HD 159868,456,264.748016,-43.145515,5.2699999999999995e-08,2,01/01/2012,,,exoplanet, ,,0,,
HD 100777,214,173.964676,-4.7556970000000005,5.28e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 125612,356,215.22297700000001,-17.481522000000002,5.28e-08,3,01/01/2009,,,exoplanet, ,,0,,
HD 183263,560,292.10238599999997,8.358054,5.28e-08,2,01/01/2004,,,exoplanet, ,,0,,
HD 9446,107,23.334101,29.265147999999996,5.29e-08,2,01/01/2009,,,exoplanet, ,,0,,
HIP 14810,652,47.809292,21.097359,5.29e-08,3,01/01/2006,,,exoplanet, ,,0,,
HD 221287,659,352.834747,-58.209731999999995,5.29e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 148156,363,247.07200600000002,-46.317623,5.3e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 103774,2619,179.231628,-12.107909,5.31e-08,1,01/01/2013,,,exoplanet, ,,0,,
HD 221585,2357,353.225189,63.155483,5.3600000000000004e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 564,1754,2.470091,-50.267821999999995,5.3600000000000004e-08,1,01/01/2014,,,exoplanet, ,,0,,
HD 2638,90,7.499466,-5.764002,5.37e-08,1,01/01/2005,,,exoplanet, ,,0,,
HD 31253,1741,73.681892,12.352200999999999,5.38e-08,1,01/01/2010,,,exoplanet, ,,0,,
HD 190647,1719,301.83197,-35.538631,5.42e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 28254,144,66.21127299999999,-50.622192,5.47e-08,1,01/01/2010,,,exoplanet, ,,0,,
HD 30177,2169,70.476555,-58.02075600000001,5.47e-08,2,01/01/2016,,,exoplanet, ,,0,,
HD 217786,568,345.78418,-0.429622,5.48e-08,1,01/01/2011,,,exoplanet, ,,0,,
HD 6718,1758,16.952761,-8.233706,5.49e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 73267,180,129.074066,-34.45998,5.49e-08,1,01/01/2008,,,exoplanet, ,,0,,
HD 66428,173,120.86943799999999,-1.162709,5.5e-08,1,01/01/2005,,,exoplanet, ,,0,,
HD 156411,451,259.964172,-48.54932,5.51e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 145377,360,242.90185499999998,-27.078173,5.52e-08,1,01/01/2008,,,exoplanet, ,,0,,
HIP 116454,956,353.955353,0.44551599999999997,5.52e-08,1,01/01/2014,,,exoplanet, ,,0,,
HD 207832,757,328.151184,-26.02656,5.530000000000001e-08,2,01/01/2012,,,exoplanet, ,,0,,
HIP 65407,2989,201.08766200000002,48.885094,5.55e-08,2,01/01/2016,,,exoplanet, ,,0,,
HD 99492,210,171.692825,3.006328,5.57e-08,1,01/01/2004,,,exoplanet, ,,0,,
HD 181720,559,290.7207640000001,-32.919056,5.59e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 210702,1727,332.963867,16.04055,5.59e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 25171,140,58.956001,-65.186676,5.610000000000001e-08,1,01/01/2010,,,exoplanet, ,,0,,
K2-116,3111,336.151611,-11.578691000000001,5.62e-08,1,01/01/2017,,,exoplanet, ,,0,,
HIP 109384,2985,332.405823,71.31433100000002,5.62e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 43197,161,93.39859,-29.897270000000002,5.63e-08,1,01/01/2010,,,exoplanet, ,,0,,
omi UMa,585,127.566124,60.71816999999999,5.63e-08,1,01/01/2012,,,exoplanet, ,,0,,
HD 4732,96,12.308117,-24.136671,5.65e-08,2,01/01/2012,,,exoplanet, ,,0,,
HD 290327,667,80.839851,-2.277619,5.67e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 109271,2624,188.398148,-11.621868,5.690000000000001e-08,2,01/01/2013,,,exoplanet, ,,0,,
6 Lyn,2512,97.696281,58.162631999999995,5.7e-08,1,01/01/2008,,,exoplanet, ,,0,,
HD 30669,122,72.11869,-28.419297999999998,5.71e-08,1,01/01/2014,,,exoplanet, ,,0,,
HD 131664,351,225.025314,-73.53533900000002,5.7199999999999996e-08,1,01/01/2008,,,exoplanet, ,,0,,
HD 5608,74,14.559246,33.950886,5.820000000000001e-08,1,01/01/2012,,,exoplanet, ,,0,,
HIP 109600,2983,333.026062,29.065811,5.86e-08,1,01/01/2016,,,exoplanet, ,,0,,
K2-141,3161,350.916534,-1.189274,5.88e-08,2,01/01/2018,,,exoplanet, ,,0,,
HD 68988,175,124.59238400000001,61.460724,5.88e-08,1,01/01/2001,,,exoplanet, ,,0,,
HD 109749,258,189.318237,-40.81211500000001,5.900000000000001e-08,1,01/01/2005,,,exoplanet, ,,0,,
HD 177830,551,286.336548,25.92066,5.900000000000001e-08,2,01/01/1999,,,exoplanet, ,,0,,
HD 148427,2704,247.117294,-13.39964,5.9299999999999995e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 76700,1767,133.481308,-66.800995,5.97e-08,1,01/01/2002,,,exoplanet, ,,0,,
HD 16175,100,39.257961,42.062634,5.98e-08,1,01/01/2009,,,exoplanet, ,,0,,
WASP-80,2326,303.16740699999997,-2.1442080000000003,6e-08,1,01/01/2012,,,exoplanet, ,,0,,
HD 99109,209,171.072327,-1.529076,6.049999999999999e-08,1,01/01/2005,,,exoplanet, ,,0,,
Kepler-16,1064,289.07571,51.757439,6.099999999999999e-08,1,01/01/2011,,,exoplanet, ,,0,,
HD 220842,2986,351.654114,56.88652800000001,6.25e-08,1,01/01/2016,,,exoplanet, ,,0,,
xi Aql,589,298.5620120000001,8.461452,6.27e-08,1,01/01/2007,,,exoplanet, ,,0,,
K2-151,3451,19.304525,9.501381,6.27e-08,1,01/01/2018,,,exoplanet, ,,0,,
HD 149143,365,248.21270800000002,2.084832,6.349999999999999e-08,1,01/01/2005,,,exoplanet, ,,0,,
HD 179079,553,287.790955,-2.638385,6.37e-08,1,01/01/2008,,,exoplanet, ,,0,,
K2-257,3304,188.27848799999998,-1.953159,6.41e-08,1,01/01/2018,,,exoplanet, ,,0,,
HD 74156,184,130.604675,4.5780970000000005,6.46e-08,2,01/01/2003,,,exoplanet, ,,0,,
HD 208897,3358,329.748718,19.020301999999997,6.47e-08,1,01/01/2017,,,exoplanet, ,,0,,
HD 154672,447,257.520477,-56.449268000000004,6.48e-08,1,01/01/2008,,,exoplanet, ,,0,,
HD 165155,3389,271.488953,-29.917253000000002,6.5e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 170469,469,277.295746,11.695502000000001,6.5e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 109246,256,188.029953,74.489548,6.559999999999999e-08,1,01/01/2010,,,exoplanet, ,,0,,
HD 143361,1589,240.45977799999997,-44.434536,6.57e-08,1,01/01/2008,,,exoplanet, ,,0,,
HIP 67851,1782,208.466919,-35.314362,6.6e-08,2,01/01/2015,,,exoplanet, ,,0,,
Kepler-37,1152,284.05966,44.518131,6.6e-08,4,01/01/2013,,,exoplanet, ,,0,,
HD 11977,117,28.733881,-67.647301,6.65e-08,1,01/01/2005,,,exoplanet, ,,0,,
HD 13908,121,34.560665,65.59436,6.690000000000001e-08,2,01/01/2013,,,exoplanet, ,,0,,
HD 175167,550,285.003479,-69.944244,6.7e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 192699,1590,304.0250240000001,4.580794999999998,6.740000000000001e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 129445,346,221.512772,-68.762749,6.76e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 200964,750,316.666016,3.803119,6.84e-08,2,01/01/2010,,,exoplanet, ,,0,,
HD 126614,343,216.701172,-5.17778,6.84e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 108874,252,187.61201499999999,22.879829,6.85e-08,2,01/01/2002,,,exoplanet, ,,0,,
HD 154857,448,257.815521,-56.680797999999996,6.85e-08,2,01/01/2004,,,exoplanet, ,,0,,
HD 159243,455,263.339783,5.7007330000000005,6.86e-08,2,01/01/2013,,,exoplanet, ,,0,,
HD 75784,185,133.099747,13.233432999999998,6.87e-08,1,01/01/2014,,,exoplanet, ,,0,,
K2-233,3264,230.47997999999998,-20.231684,6.900000000000001e-08,3,01/01/2018,,,exoplanet, ,,0,,
Kepler-409,3074,293.67919,46.852764,6.900000000000001e-08,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-1651,3102,283.628354,48.391022,6.94e-08,1,01/01/2017,,,exoplanet, ,,0,,
HD 163607,2713,268.418732,56.39195600000001,6.94e-08,2,01/01/2010,,,exoplanet, ,,0,,
HAT-P-20,1585,111.91646899999999,24.33663,7e-08,1,01/01/2010,,,exoplanet, ,,0,,
WASP-29,2575,357.87953799999997,-39.906719,7e-08,1,01/01/2010,,,exoplanet, ,,0,,
K2-240,3260,227.849609,-17.875217000000006,7e-08,2,01/01/2018,,,exoplanet, ,,0,,
eps CrB,578,239.396881,26.877879999999998,7.04e-08,1,01/01/2012,,,exoplanet, ,,0,,
HD 132406,349,224.22770699999998,53.38216800000001,7.1e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 35759,2984,82.888962,64.318779,7.25e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 86264,1772,149.240997,-15.895122,7.26e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 72892,3385,128.719147,-14.456694,7.28e-08,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1308,311,285.928896,38.520962,7.299999999999999e-08,1,01/01/2016,,,exoplanet, ,,0,,
18 Del,477,314.608063,10.839286,7.31e-08,1,01/01/2008,,,exoplanet, ,,0,,
HD 191806,2355,302.36795,52.276329,7.35e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 87646,3329,151.669861,17.895103,7.36e-08,1,01/01/2016,,,exoplanet, ,,0,,
K2-122,3373,126.47631100000001,20.35957,7.4e-08,1,01/01/2017,,,exoplanet, ,,0,,
2MASS J22362452+4751425,3391,339.102203,47.86182,7.4e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 88133,196,152.531982,18.186871,7.45e-08,1,01/01/2004,,,exoplanet, ,,0,,
24 Sex,478,155.86821,-0.902244,7.480000000000001e-08,2,01/01/2010,,,exoplanet, ,,0,,
HD 17156,101,42.435364,71.753235,7.5e-08,1,01/01/2007,,,exoplanet, ,,0,,
Kepler-504,1247,284.921843,45.972398,7.5e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 155233,1584,257.768188,-20.65457,7.51e-08,1,01/01/2015,,,exoplanet, ,,0,,
14 And,474,352.822571,39.236198,7.64e-08,1,01/01/2008,,,exoplanet, ,,0,,
4 UMa,470,130.053406,64.327934,7.74e-08,1,01/01/2006,,,exoplanet, ,,0,,
HD 224538,3390,359.715668,-61.586773,7.780000000000001e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 4203,1749,11.171676,20.448926999999998,7.780000000000001e-08,2,01/01/2014,,,exoplanet, ,,0,,
HD 219828,2358,349.694733,18.64572,7.79e-08,2,01/01/2016,,,exoplanet, ,,0,,
HD 68402,3384,121.348717,-74.410416,7.8e-08,1,01/01/2016,,,exoplanet, ,,0,,
K2-65,2000,333.21176099999997,-10.925379,7.809999999999999e-08,1,01/01/2016,,,exoplanet, ,,0,,
K2-167,3169,336.575775,-18.011171,7.809999999999999e-08,1,01/01/2018,,,exoplanet, ,,0,,
HD 149026,364,247.623413,38.347309,7.89e-08,1,01/01/2005,,,exoplanet, ,,0,,
HD 9174,3383,22.504177,-19.604502,7.89e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 47366,3277,99.41996800000001,-12.985116,8e-08,2,01/01/2016,,,exoplanet, ,,0,,
WASP-43,2231,154.90837199999999,-9.806275999999999,8e-08,1,01/01/2011,,,exoplanet, ,,0,,
BD-10 3166,2519,164.620003,-10.770375999999999,8e-08,1,01/01/2000,,,exoplanet, ,,0,,
HD 66141,172,120.566406,2.334571,8.01e-08,1,01/01/2012,,,exoplanet, ,,0,,
HD 75898,187,133.46168500000002,33.056812,8.060000000000001e-08,1,01/01/2007,,,exoplanet, ,,0,,
ome Ser,584,237.57310499999997,2.196509,8.060000000000001e-08,1,01/01/2013,,,exoplanet, ,,0,,
HD 73534,182,129.815842,12.960376,8.1e-08,1,01/01/2008,,,exoplanet, ,,0,,
Kepler-1646,3073,287.526422,42.912908,8.1e-08,1,01/01/2016,,,exoplanet, ,,0,,
75 Cet,2514,38.039253,-1.0348959999999998,8.150000000000001e-08,1,01/01/2012,,,exoplanet, ,,0,,
K2-155,3443,65.46869699999999,21.3536,8.199999999999999e-08,3,01/01/2018,,,exoplanet, ,,0,,
HAT-P-22,17,155.681719,50.128345,8.199999999999999e-08,1,01/01/2010,,,exoplanet, ,,0,,
HD 152079,2705,253.373901,-46.33295800000001,8.33e-08,1,01/01/2009,,,exoplanet, ,,0,,
HD 222076,3413,354.533112,-70.903358,8.35e-08,1,01/01/2016,,,exoplanet, ,,0,,
omi CrB,646,230.03566,29.616209,8.4e-08,1,01/01/2012,,,exoplanet, ,,0,,
HD 96167,203,166.31278999999995,-10.291300999999999,8.4e-08,1,01/01/2009,,,exoplanet, ,,0,,
HIP 105854,955,321.595306,-37.82943,8.46e-08,1,01/01/2014,,,exoplanet, ,,0,,
HD 1605,2711,5.13133,30.974804,8.46e-08,2,01/01/2015,,,exoplanet, ,,0,,
HD 48265,169,100.007195,-48.541954,8.54e-08,1,01/01/2008,,,exoplanet, ,,0,,
K2-146,3442,130.026779,19.092878,8.6e-08,1,01/01/2018,,,exoplanet, ,,0,,
HD 33283,1742,77.00421899999998,-26.797471999999996,8.689999999999999e-08,1,01/01/2006,,,exoplanet, ,,0,,
WASP-8,2155,359.900292,-35.031391,8.7e-08,2,01/01/2013,,,exoplanet, ,,0,,
HD 106270,247,183.40535,-9.513380999999999,8.789999999999999e-08,1,01/01/2011,,,exoplanet, ,,0,,
K2-147,3445,293.833191,-28.497833,8.800000000000002e-08,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-560,1253,300.206095,45.018147,8.800000000000002e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 81688,191,142.166626,45.601482,8.83e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 118203,1588,203.510574,53.728531000000004,8.86e-08,1,01/01/2005,,,exoplanet, ,,0,,
HD 67087,1757,121.915649,31.551319,8.880000000000003e-08,2,01/01/2015,,,exoplanet, ,,0,,
Kepler-408,2766,284.786175,48.423233,8.9e-08,1,01/01/2014,,,exoplanet, ,,0,,
bet Cnc,575,124.12883799999999,9.185545,8.9e-08,1,01/01/2014,,,exoplanet, ,,0,,
HD 23127,135,54.84849499999999,-60.07784300000001,8.91e-08,1,01/01/2006,,,exoplanet, ,,0,,
HD 2039,89,6.084491000000001,-56.650047,8.99e-08,1,01/01/2002,,,exoplanet, ,,0,,
WASP-10,2156,348.992912,31.462852,9e-08,1,01/01/2008,,,exoplanet, ,,0,,
Kepler-445,1899,298.736067,46.498552000000004,9e-08,3,01/01/2015,,,exoplanet, ,,0,,
HD 171028,2781,278.064527,6.9457429999999984,9e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 110014,2625,189.811523,-7.995564,9e-08,1,01/01/2009,,,exoplanet, ,,0,,
HAT-P-17,2611,324.53639599999997,30.488715999999997,9e-08,2,01/01/2010,,,exoplanet, ,,0,,
HD 205739,755,324.535034,-31.737484000000002,9.03e-08,1,01/01/2008,,,exoplanet, ,,0,,
HD 86081,205,149.02465800000004,-3.808422,9.12e-08,1,01/01/2006,,,exoplanet, ,,0,,
HIP 74890,1291,229.57220499999997,-41.42057,9.15e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 95086,200,164.262589,-68.667343,9.16e-08,1,01/01/2013,,,exoplanet, ,,0,,
HD 106906,249,184.471634,-55.975525,9.18e-08,1,01/01/2013,,,exoplanet, ,,0,,
tau Gem,586,107.78488200000001,30.245163,9.25e-08,1,01/01/2013,,,exoplanet, ,,0,,
WASP-77 A,2324,37.155115,-7.060681,9.300000000000001e-08,1,01/01/2012,,,exoplanet, ,,0,,
HD 43691,1751,94.894485,41.092304,9.32e-08,1,01/01/2007,,,exoplanet, ,,0,,
HD 224693,1735,359.974304,-22.428114,9.41e-08,1,01/01/2006,,,exoplanet, ,,0,,
HD 73526,181,129.31868,-41.31910300000001,9.460000000000001e-08,2,01/01/2002,,,exoplanet, ,,0,,
HD 59686 A,3309,112.95165300000001,17.086046,9.679999999999999e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 100546,212,173.35600300000004,-70.194786,9.7e-08,1,01/01/2014,,,exoplanet, ,,0,,
81 Cet,489,39.424168,-3.396175,9.720000000000001e-08,1,01/01/2008,,,exoplanet, ,,0,,
42 Dra,479,276.496399,65.563484,9.73e-08,1,01/01/2008,,,exoplanet, ,,0,,
HD 214823,2356,340.082794,31.787594,9.75e-08,1,01/01/2016,,,exoplanet, ,,0,,
HD 120084,267,205.663345,78.064438,9.77e-08,1,01/01/2013,,,exoplanet, ,,0,,
24 Boo,3270,217.15754700000002,49.844852,9.779999999999999e-08,1,01/01/2018,,,exoplanet, ,,0,,
KELT-11,3138,161.70726000000005,-9.399025,9.8e-08,1,01/01/2017,,,exoplanet, ,,0,,
HD 132563,350,224.58966099999998,44.043147999999995,9.85e-08,1,01/01/2011,,,exoplanet, ,,0,,
HD 38801,1745,86.996567,-8.3277,9.939999999999999e-08,1,01/01/2009,,,exoplanet, ,,0,,
K2-117,3112,133.855682,10.469130999999999,1e-07,2,01/01/2017,,,exoplanet, ,,0,,
HD 33844,724,78.150421,-14.951111,1.0099999999999999e-07,2,01/01/2015,,,exoplanet, ,,0,,
HD 113996,3379,196.794708,27.624740999999997,1.0199999999999999e-07,1,01/01/2017,,,exoplanet, ,,0,,
WASP-127,3414,160.55867,-3.835064,1.0199999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 104985,246,181.312988,76.905731,1.0199999999999999e-07,1,01/01/2003,,,exoplanet, ,,0,,
HIP 107773,1712,327.500519,-64.71254,1.04e-07,1,01/01/2015,,,exoplanet, ,,0,,
K2-229,3249,186.87326000000002,-6.721861,1.04e-07,2,01/01/2018,,,exoplanet, ,,0,,
HD 147873,3387,246.438141,-33.56712,1.05e-07,2,01/01/2016,,,exoplanet, ,,0,,
WASP-18,2145,24.354311,-45.677887,1.05e-07,1,01/01/2009,,,exoplanet, ,,0,,
HD 136418,353,229.77575699999997,41.73320800000001,1.06e-07,1,01/01/2009,,,exoplanet, ,,0,,
HD 142245,357,238.23449700000003,15.430708,1.06e-07,1,01/01/2011,,,exoplanet, ,,0,,
HIP 97233,954,296.421967,-0.696645,1.0699999999999999e-07,1,01/01/2014,,,exoplanet, ,,0,,
HD 231701,664,293.017334,16.474291,1.08e-07,1,01/01/2007,,,exoplanet, ,,0,,
HD 111591,3378,192.572067,22.863407000000002,1.08e-07,1,01/01/2017,,,exoplanet, ,,0,,
K2-152,3452,181.632797,-5.8274099999999995,1.0900000000000001e-07,1,01/01/2018,,,exoplanet, ,,0,,
K2-242,3284,179.83590700000005,-6.517851,1.1e-07,1,01/01/2018,,,exoplanet, ,,0,,
HD 106315,3203,183.472473,-0.393484,1.1e-07,2,01/01/2017,,,exoplanet, ,,0,,
K2-150,3450,18.344175,8.987539,1.1e-07,1,01/01/2018,,,exoplanet, ,,0,,
WASP-38,2228,243.95984500000003,10.032566000000001,1.1e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-102,290,281.482749,47.208031,1.1e-07,5,01/01/2013,,,exoplanet, ,,0,,
11 Com,472,185.179276,17.792868,1.11e-07,1,01/01/2007,,,exoplanet, ,,0,,
HD 1666,87,5.218084999999999,-19.931225,1.11e-07,1,01/01/2015,,,exoplanet, ,,0,,
HD 181342,556,290.2676390000001,-23.619572,1.11e-07,1,01/01/2009,,,exoplanet, ,,0,,
HD 116029,265,200.164764,24.648699,1.11e-07,1,01/01/2011,,,exoplanet, ,,0,,
HIP 65426,3142,201.150406,-51.504459000000004,1.11e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-1582,2810,289.37665,41.158613,1.12e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 82886,193,143.93826299999995,34.780743,1.12e-07,1,01/01/2011,,,exoplanet, ,,0,,
HIP 67537,3136,207.580826,-39.900856,1.13e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-21,845,287.3618160000001,38.714016,1.13e-07,1,01/01/2012,,,exoplanet, ,,0,,
HD 5319,1753,13.755835999999999,0.789553,1.14e-07,2,01/01/2007,,,exoplanet, ,,0,,
Kepler-1319,321,290.956068,49.366306,1.14e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 158038,2709,261.439301,27.303340999999996,1.14e-07,1,01/01/2011,,,exoplanet, ,,0,,
HD 180902,1717,289.82379199999997,-23.558155,1.15e-07,1,01/01/2009,,,exoplanet, ,,0,,
HD 2952,1739,8.293311,54.894985,1.15e-07,1,01/01/2013,,,exoplanet, ,,0,,
HIP 41378,2642,126.61604299999999,10.080378,1.1599999999999999e-07,5,01/01/2016,,,exoplanet, ,,0,,
WASP-33,2576,36.712746,37.550484000000004,1.1599999999999999e-07,1,01/01/2010,,,exoplanet, ,,0,,
HD 32518,124,77.403,69.639404,1.1699999999999999e-07,1,01/01/2009,,,exoplanet, ,,0,,
K2-149,3449,9.821899,7.2771,1.1800000000000001e-07,1,01/01/2018,,,exoplanet, ,,0,,
HD 40956,3377,91.663147,63.453838,1.1800000000000001e-07,1,01/01/2017,,,exoplanet, ,,0,,
11 UMi,473,229.27453599999998,71.823898,1.1900000000000001e-07,1,01/01/2009,,,exoplanet, ,,0,,
WASP-132,3341,217.60913100000002,-46.15918,1.2e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-446,1900,282.250207,44.92110200000001,1.2e-07,3,01/01/2015,,,exoplanet, ,,0,,
WASP-34,2226,165.399561,-23.860636,1.2e-07,1,01/01/2010,,,exoplanet, ,,0,,
WASP-74,1714,304.538823,-1.075676,1.2e-07,1,01/01/2015,,,exoplanet, ,,0,,
ROXs 12,2060,246.61560899999998,-25.456865,1.2e-07,1,01/01/2013,,,exoplanet, ,,0,,
WASP-76,693,26.632746,2.700539,1.2e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1650,3101,297.72925499999997,42.866898,1.2099999999999998e-07,1,01/01/2017,,,exoplanet, ,,0,,
K2-148,3447,14.517821,-0.193155,1.2099999999999998e-07,3,01/01/2018,,,exoplanet, ,,0,,
Kepler-974,3193,285.013102,40.220753,1.2099999999999998e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 102956,220,177.843796,57.640736,1.2099999999999998e-07,1,01/01/2010,,,exoplanet, ,,0,,
HD 30856,123,72.574425,-24.368839,1.2099999999999998e-07,1,01/01/2011,,,exoplanet, ,,0,,
