name,Unnamed: 0,date,dec,dist,mabs,mapp,ra,subtype,type,commentary,importance,teff_val,mass
FENGYUN1CDEB,841,1999-01-01,41.53879062856747,2.3353301122107286e-19,,,226.69180275174386,debris,satellite, ,0,,
FENGYUN1CDEB,842,1999-01-01,49.8212640653971,2.3417958660425306e-19,,,200.2046567105621,debris,satellite, ,0,,
FENGYUN1CDEB,843,1999-01-01,-2.1215113550502536,2.380592288499202e-19,,,179.00663332322608,debris,satellite, ,0,,
FENGYUN1CDEB,844,1999-01-01,-42.81440253071764,2.389054007352361e-19,,,54.41516863669654,debris,satellite, ,0,,
FENGYUN1CDEB,845,1999-01-01,1.6562306819677368,2.3495687265073396e-19,,,153.98532417052263,debris,satellite, ,0,,
FENGYUN1CDEB,846,1999-01-01,80.30744735363015,2.2255800597035795e-19,,,151.8704275239991,debris,satellite, ,0,,
FENGYUN1CDEB,847,1999-01-01,23.613242656828646,2.3128254026354515e-19,,,237.8629478293775,debris,satellite, ,0,,
FENGYUN1CDEB,848,1999-01-01,-34.84471973213303,2.408815815635344e-19,,,207.8839633611284,debris,satellite, ,0,,
FENGYUN1CDEB,849,1999-01-01,-12.560305362063813,2.3388624841792153e-19,,,236.8046440354131,debris,satellite, ,0,,
FENGYUN1CDEB,850,1999-01-01,-9.335877673442527,2.2737130920290946e-19,,,211.8496347526313,debris,satellite, ,0,,
FENGYUN1CDEB,851,1999-01-01,-23.797267778868285,2.314959758329549e-19,,,294.22263338289895,debris,satellite, ,0,,
FENGYUN1CDEB,852,1999-01-01,-13.704207718860607,2.336921309959916e-19,,,302.816336378804,debris,satellite, ,0,,
FENGYUN1CDEB,853,1999-01-01,47.05992708084521,2.3160383555212087e-19,,,132.3666158308003,debris,satellite, ,0,,
FENGYUN1CDEB,854,1999-01-01,48.35373996532694,2.2780703429584154e-19,,,79.05605545912971,debris,satellite, ,0,,
FENGYUN1CDEB,855,1999-01-01,-18.709076737319688,2.4502557571027087e-19,,,59.94248415870517,debris,satellite, ,0,,
FENGYUN1CDEB,856,1999-01-01,-68.21354181365254,2.474597231191302e-19,,,197.96779620361042,debris,satellite, ,0,,
FENGYUN1CDEB,857,1999-01-01,-61.40751534448703,2.4894652462573713e-19,,,38.22522152789315,debris,satellite, ,0,,
FENGYUN1CDEB,858,1999-01-01,11.046373474169245,2.4505254915208035e-19,,,251.79798154175086,debris,satellite, ,0,,
FENGYUN1CDEB,859,1999-01-01,-69.621186701148,2.381540102527062e-19,,,54.89507180870656,debris,satellite, ,0,,
FENGYUN1CDEB,860,1999-01-01,77.79392441826187,2.398019748919352e-19,,,288.13065289813284,debris,satellite, ,0,,
FENGYUN1CDEB,861,1999-01-01,68.76943996142639,2.322411331487334e-19,,,73.29540266605595,debris,satellite, ,0,,
FENGYUN1CDEB,862,1999-01-01,8.147575002678527,2.345239016862434e-19,,,338.16821697000165,debris,satellite, ,0,,
FENGYUN1CDEB,863,1999-01-01,35.52338424508625,2.364036093141607e-19,,,196.84721872620608,debris,satellite, ,0,,
FENGYUN1CDEB,864,1999-01-01,33.827614710580924,2.307347925358197e-19,,,258.8001988580606,debris,satellite, ,0,,
FENGYUN1CDEB,865,1999-01-01,15.918873017051554,2.1898609606684307e-19,,,10.144671952649258,debris,satellite, ,0,,
FENGYUN1CDEB,866,1999-01-01,3.5774622255385595,2.314893156617915e-19,,,213.13478310544392,debris,satellite, ,0,,
FENGYUN1CDEB,867,1999-01-01,-80.56050366979858,2.3351164587218807e-19,,,338.51761968871665,debris,satellite, ,0,,
FENGYUN1CDEB,868,1999-01-01,19.05021508734211,2.345780316362746e-19,,,240.2281919298913,debris,satellite, ,0,,
FENGYUN1CDEB,869,1999-01-01,61.382777317567864,2.3520133142750263e-19,,,211.77309637182617,debris,satellite, ,0,,
FENGYUN1CDEB,870,1999-01-01,17.32546299025098,2.341390113867914e-19,,,228.9120174286417,debris,satellite, ,0,,
FENGYUN1CDEB,871,1999-01-01,64.41651256841774,2.339501079381956e-19,,,9.774864626761117,debris,satellite, ,0,,
FENGYUN1CDEB,872,1999-01-01,-78.10838910085734,2.27075534275713e-19,,,286.5279088380889,debris,satellite, ,0,,
FENGYUN1CDEB,873,1999-01-01,-44.25895536144896,2.296645936676633e-19,,,124.57469528183438,debris,satellite, ,0,,
FENGYUN1CDEB,874,1999-01-01,-6.534146703106398,2.337326944801148e-19,,,7.1904472172426726,debris,satellite, ,0,,
FENGYUN1CDEB,875,1999-01-01,69.29384411463529,2.352082965213277e-19,,,150.68164506447891,debris,satellite, ,0,,
FENGYUN1CDEB,876,1999-01-01,37.508277966656976,2.3387067175344065e-19,,,106.35510221316864,debris,satellite, ,0,,
FENGYUN1CDEB,877,1999-01-01,-75.82780469506126,2.335229285360968e-19,,,302.427704294399,debris,satellite, ,0,,
FENGYUN1CDEB,878,1999-01-01,-74.45673669672905,2.318032858047525e-19,,,216.52333165836342,debris,satellite, ,0,,
FENGYUN1CDEB,879,1999-01-01,36.98116349613685,2.3121319177540995e-19,,,297.03161404792354,debris,satellite, ,0,,
FENGYUN1CDEB,880,1999-01-01,74.79338517673263,2.3431232837591767e-19,,,210.93618073925808,debris,satellite, ,0,,
FENGYUN1CDEB,881,1999-01-01,71.45624629772195,2.3575591540989127e-19,,,231.03577409073924,debris,satellite, ,0,,
FENGYUN1CDEB,882,1999-01-01,2.518936877736352,2.37262618609571e-19,,,257.41654331295325,debris,satellite, ,0,,
FENGYUN1CDEB,883,1999-01-01,-41.1414448421218,2.3964020364965958e-19,,,199.9287609483334,debris,satellite, ,0,,
FENGYUN1CDEB,884,1999-01-01,-77.36861468898206,2.3494587927337035e-19,,,13.167708879302726,debris,satellite, ,0,,
FENGYUN1CDEB,885,1999-01-01,61.630031899567754,2.3395916684076467e-19,,,71.93710198908879,debris,satellite, ,0,,
FENGYUN1CDEB,886,1999-01-01,-20.25774220794806,2.361261797685755e-19,,,76.69016767165465,debris,satellite, ,0,,
FENGYUN1CDEB,887,1999-01-01,48.70497628347177,2.272144678176319e-19,,,18.451129464460283,debris,satellite, ,0,,
FENGYUN1CDEB,888,1999-01-01,-34.22564736445405,2.404030886524737e-19,,,62.11773251953933,debris,satellite, ,0,,
FENGYUN1CDEB,889,1999-01-01,42.00355935752593,2.3296295990419727e-19,,,229.86373070327045,debris,satellite, ,0,,
FENGYUN1CDEB,890,1999-01-01,80.40722177876016,2.337680112289696e-19,,,60.8140012824986,debris,satellite, ,0,,
FENGYUN1CDEB,891,1999-01-01,-11.70300766130827,2.3279279190548835e-19,,,55.442089215640365,debris,satellite, ,0,,
FENGYUN1CDEB,892,1999-01-01,67.64842760166472,2.3280919320362036e-19,,,122.02105044628976,debris,satellite, ,0,,
FENGYUN1CDEB,893,1999-01-01,-54.49595189953793,2.330182120152569e-19,,,269.0616838130722,debris,satellite, ,0,,
FENGYUN1CDEB,894,1999-01-01,-58.1307052369252,2.3371099807336568e-19,,,248.2670645274661,debris,satellite, ,0,,
FENGYUN1CDEB,895,1999-01-01,72.76752056617599,2.351591936684644e-19,,,201.1659465771236,debris,satellite, ,0,,
FENGYUN1CDEB,896,1999-01-01,-62.43573785803426,2.3433125414139513e-19,,,246.11232317193526,debris,satellite, ,0,,
FENGYUN1CDEB,897,1999-01-01,-11.994850493833349,2.3809718406555387e-19,,,166.35873083060008,debris,satellite, ,0,,
FENGYUN1CDEB,898,1999-01-01,13.406411962085972,2.449062952455969e-19,,,69.18214681169087,debris,satellite, ,0,,
FENGYUN1CDEB,899,1999-01-01,-79.4583952668765,2.3371626168388427e-19,,,156.97415388471882,debris,satellite, ,0,,
FENGYUN1CDEB,900,1999-01-01,-58.244022756855784,2.33044445205006e-19,,,75.55046706294462,debris,satellite, ,0,,
FENGYUN1CDEB,901,1999-01-01,-13.665354538371586,2.350723649267875e-19,,,50.752313405186385,debris,satellite, ,0,,
FENGYUN1CDEB,902,1999-01-01,49.97755698678864,2.344531329674663e-19,,,99.4362768198644,debris,satellite, ,0,,
FENGYUN1CDEB,903,1999-01-01,33.624345102167105,2.353974586482078e-19,,,60.306786128405825,debris,satellite, ,0,,
FENGYUN1CDEB,904,1999-01-01,-46.194433347731845,2.316458828247409e-19,,,309.3116741924446,debris,satellite, ,0,,
FENGYUN1CDEB,905,1999-01-01,-48.086929906419535,2.3281171583703407e-19,,,328.47924987107206,debris,satellite, ,0,,
FENGYUN1CDEB,906,1999-01-01,45.63260949062565,2.293562910724417e-19,,,229.6268408195326,debris,satellite, ,0,,
FENGYUN1CDEB,907,1999-01-01,76.13972783244645,2.352130732257793e-19,,,284.8070117274687,debris,satellite, ,0,,
FENGYUN1CDEB,908,1999-01-01,67.16028525497242,2.301480824278991e-19,,,222.5542944109032,debris,satellite, ,0,,
FENGYUN1CDEB,909,1999-01-01,20.405176311261712,2.311199873106017e-19,,,44.912217170122176,debris,satellite, ,0,,
FENGYUN1CDEB,910,1999-01-01,-26.03170873683761,2.3376838447657266e-19,,,312.8473516128944,debris,satellite, ,0,,
FENGYUN1CDEB,911,1999-01-01,14.7370506632827,2.427644995256457e-19,,,305.75282259767465,debris,satellite, ,0,,
FENGYUN1CDEB,912,1999-01-01,-43.61801855460451,2.2985520037059427e-19,,,92.86803949626707,debris,satellite, ,0,,
FENGYUN1CDEB,913,1999-01-01,-27.286748404399024,2.3309008223171285e-19,,,74.39311418252142,debris,satellite, ,0,,
FENGYUN1CDEB,914,1999-01-01,-80.19429460085516,2.3341015270760407e-19,,,25.831780897633532,debris,satellite, ,0,,
FENGYUN1CDEB,915,1999-01-01,53.959698727641104,2.333475170400124e-19,,,214.0746119041277,debris,satellite, ,0,,
FENGYUN1CDEB,916,1999-01-01,66.23857556470338,2.3473942255005947e-19,,,107.0406389790133,debris,satellite, ,0,,
FENGYUN1CDEB,917,1999-01-01,22.657583384104505,2.2419416800610647e-19,,,11.580451709868735,debris,satellite, ,0,,
FENGYUN1CDEB,918,1999-01-01,-72.70030257863945,2.3035878196675384e-19,,,6.7550483928220055,debris,satellite, ,0,,
FENGYUN1CDEB,919,1999-01-01,16.594476614971388,2.2719022955536393e-19,,,92.20730607055911,debris,satellite, ,0,,
FENGYUN1CDEB,920,1999-01-01,-70.92280537149405,2.459653927073755e-19,,,82.43328415802061,debris,satellite, ,0,,
FENGYUN1CDEB,921,1999-01-01,-80.90517188662828,2.303183844285156e-19,,,308.8910739793785,debris,satellite, ,0,,
FENGYUN1CDEB,922,1999-01-01,29.53346859248484,2.4079192257233996e-19,,,278.396534775064,debris,satellite, ,0,,
FENGYUN1CDEB,923,1999-01-01,-35.87091531807956,2.3302580320568087e-19,,,114.31754800299628,debris,satellite, ,0,,
FENGYUN1CDEB,924,1999-01-01,-81.15899105255363,2.342406402472259e-19,,,98.44096562240524,debris,satellite, ,0,,
FENGYUN1CDEB,925,1999-01-01,65.32967586656824,2.340363785990752e-19,,,168.73757427535983,debris,satellite, ,0,,
FENGYUN1CDEB,926,1999-01-01,80.28910427544511,2.3366601100713124e-19,,,10.745147385177267,debris,satellite, ,0,,
FENGYUN1CDEB,927,1999-01-01,-68.28439708567693,2.260307960991557e-19,,,174.91140080783475,debris,satellite, ,0,,
FENGYUN1CDEB,928,1999-01-01,21.480050371375825,2.314905046519851e-19,,,8.15140715067025,debris,satellite, ,0,,
FENGYUN1CDEB,929,1999-01-01,30.240301923047344,2.327697256969457e-19,,,260.0301568424863,debris,satellite, ,0,,
FENGYUN1CDEB,930,1999-01-01,-77.28783008414997,2.345503029952177e-19,,,346.3314296016046,debris,satellite, ,0,,
FENGYUN1CDEB,931,1999-01-01,-80.3242044468301,2.324198665135309e-19,,,76.9142676579375,debris,satellite, ,0,,
FENGYUN1CDEB,932,1999-01-01,52.673244078094356,2.332831214848649e-19,,,242.36865435048645,debris,satellite, ,0,,
FENGYUN1CDEB,933,1999-01-01,53.133277593897326,2.3874410057226553e-19,,,76.77002199537044,debris,satellite, ,0,,
FENGYUN1CDEB,934,1999-01-01,10.255923608004355,2.369229486810293e-19,,,138.28128065091371,debris,satellite, ,0,,
FENGYUN1CDEB,935,1999-01-01,6.369159826940052,2.254432974201238e-19,,,357.1953311335949,debris,satellite, ,0,,
FENGYUN1CDEB,936,1999-01-01,72.81689317076203,2.301958532397745e-19,,,349.76414990296416,debris,satellite, ,0,,
FENGYUN1CDEB,937,1999-01-01,63.99130185995274,2.3402754809004978e-19,,,225.78437525156482,debris,satellite, ,0,,
FENGYUN1CDEB,938,1999-01-01,71.56686900866082,2.34271610793835e-19,,,54.329211711190865,debris,satellite, ,0,,
FENGYUN1CDEB,939,1999-01-01,-46.53514632996478,2.27319135733168e-19,,,24.990215301262218,debris,satellite, ,0,,
FENGYUN1CDEB,940,1999-01-01,-75.30402879292356,2.2987912920757747e-19,,,293.0465523649209,debris,satellite, ,0,,
FENGYUN1CDEB,941,1999-01-01,-68.40823524315995,2.2549670178905787e-19,,,233.48871306205226,debris,satellite, ,0,,
FENGYUN1CDEB,942,1999-01-01,44.37441429094654,2.3390870827430403e-19,,,259.4731810529311,debris,satellite, ,0,,
FENGYUN1CDEB,943,1999-01-01,-14.418529681531641,2.3349669019667707e-19,,,344.5964978786187,debris,satellite, ,0,,
FENGYUN1CDEB,944,1999-01-01,-41.68870959085712,2.3399665932212145e-19,,,270.2829617188418,debris,satellite, ,0,,
FENGYUN1CDEB,945,1999-01-01,-57.34425831735936,2.339767878587762e-19,,,76.29114916695572,debris,satellite, ,0,,
FENGYUN1CDEB,946,1999-01-01,49.97663273201096,2.335528646278795e-19,,,354.6969103617768,debris,satellite, ,0,,
FENGYUN1CDEB,947,1999-01-01,25.18663948017125,2.349261442300971e-19,,,49.99515596158971,debris,satellite, ,0,,
FENGYUN1CDEB,948,1999-01-01,66.24825955596185,2.338197982824086e-19,,,333.90700962046867,debris,satellite, ,0,,
FENGYUN1CDEB,949,1999-01-01,46.78696263275242,2.323280990713787e-19,,,141.777016850725,debris,satellite, ,0,,
FENGYUN1CDEB,950,1999-01-01,-18.272958096881155,2.336306334317914e-19,,,102.30198502608827,debris,satellite, ,0,,
FENGYUN1CDEB,951,1999-01-01,79.40998242542409,2.338292249542314e-19,,,179.30531566436463,debris,satellite, ,0,,
FENGYUN1CDEB,952,1999-01-01,-80.85005775987119,2.382966213277086e-19,,,236.2986078512817,debris,satellite, ,0,,
FENGYUN1CDEB,953,1999-01-01,-32.566745550357105,2.2933102505163264e-19,,,124.4868092098168,debris,satellite, ,0,,
FENGYUN1CDEB,954,1999-01-01,30.33756052909512,2.326672844442269e-19,,,226.34703182372812,debris,satellite, ,0,,
FENGYUN1CDEB,955,1999-01-01,37.5060602284288,2.317148811179377e-19,,,351.03935817323617,debris,satellite, ,0,,
FENGYUN1CDEB,956,1999-01-01,-72.01531342260806,2.3376912704070036e-19,,,203.972304002084,debris,satellite, ,0,,
FENGYUN1CDEB,957,1999-01-01,66.47168429849462,2.337777798351501e-19,,,249.51221364533768,debris,satellite, ,0,,
FENGYUN1CDEB,958,1999-01-01,74.85302017137622,2.2736771872915282e-19,,,104.98213024565555,debris,satellite, ,0,,
FENGYUN1CDEB,959,1999-01-01,-13.598503113141149,2.3666930377208394e-19,,,134.89792467805654,debris,satellite, ,0,,
FENGYUN1CDEB,960,1999-01-01,50.29070498207727,2.3455400007830216e-19,,,230.8015983538296,debris,satellite, ,0,,
FENGYUN1CDEB,961,1999-01-01,-15.24798680904392,2.2523627427565885e-19,,,152.97278997564936,debris,satellite, ,0,,
FENGYUN1CDEB,962,1999-01-01,52.24775651962646,2.355737494267079e-19,,,194.93161955499372,debris,satellite, ,0,,
FENGYUN1CDEB,963,1999-01-01,21.793723439411554,2.348116948633678e-19,,,111.1829974844322,debris,satellite, ,0,,
FENGYUN1CDEB,964,1999-01-01,38.95673965644044,2.33254052398268e-19,,,47.94396253751655,debris,satellite, ,0,,
FENGYUN1CDEB,965,1999-01-01,61.860288260631854,2.339624320660856e-19,,,199.49009740553623,debris,satellite, ,0,,
FENGYUN1CDEB,966,1999-01-01,18.944851930462875,2.2650356476557e-19,,,69.03278367208755,debris,satellite, ,0,,
FENGYUN1CDEB,967,1999-01-01,50.068640152803745,2.3415605634363946e-19,,,209.30224620519192,debris,satellite, ,0,,
FENGYUN1CDEB,968,1999-01-01,53.72319391877973,2.345317358878348e-19,,,67.57951784866317,debris,satellite, ,0,,
FENGYUN1CDEB,969,1999-01-01,-69.66069414583085,2.329219095737689e-19,,,289.5157619035288,debris,satellite, ,0,,
FENGYUN1CDEB,970,1999-01-01,-81.54605400486058,2.5176721831571363e-19,,,102.53578499665363,debris,satellite, ,0,,
FENGYUN1CDEB,971,1999-01-01,-69.79910400741039,2.3126091042995876e-19,,,136.85936911105273,debris,satellite, ,0,,
FENGYUN1CDEB,972,1999-01-01,-30.59109194428884,2.3753328130314557e-19,,,135.35537031185677,debris,satellite, ,0,,
FENGYUN1CDEB,973,1999-01-01,14.720764398923109,2.4145317985847274e-19,,,36.796770439560106,debris,satellite, ,0,,
FENGYUN1CDEB,974,1999-01-01,8.11935708524872,2.503712388355987e-19,,,159.66331239045863,debris,satellite, ,0,,
FENGYUN1CDEB,975,1999-01-01,-48.854752019359076,2.3303973810010766e-19,,,161.01589235971252,debris,satellite, ,0,,
FENGYUN1CDEB,976,1999-01-01,-30.73861111856996,2.4086595227154325e-19,,,48.9755331898156,debris,satellite, ,0,,
FENGYUN1CDEB,977,1999-01-01,-12.323747578957288,2.256886050567181e-19,,,149.07739071553635,debris,satellite, ,0,,
FENGYUN1CDEB,978,1999-01-01,-25.239089221441677,2.212677907999771e-19,,,77.25784157134474,debris,satellite, ,0,,
FENGYUN1CDEB,979,1999-01-01,73.21019705830426,2.337909876924135e-19,,,224.12089584340768,debris,satellite, ,0,,
FENGYUN1CDEB,980,1999-01-01,-45.404332188287974,2.3282050993258317e-19,,,56.50515780687299,debris,satellite, ,0,,
FENGYUN1CDEB,981,1999-01-01,16.76325464055467,2.3617504826090388e-19,,,307.6327300902137,debris,satellite, ,0,,
FENGYUN1CDEB,982,1999-01-01,-57.85383413154374,2.383801515554487e-19,,,140.4345145935276,debris,satellite, ,0,,
FENGYUN1CDEB,983,1999-01-01,-81.21559504452367,2.3382926207985153e-19,,,337.13988530176897,debris,satellite, ,0,,
FENGYUN1CDEB,984,1999-01-01,-0.477809536426616,2.3153788564606515e-19,,,43.38230920722639,debris,satellite, ,0,,
FENGYUN1CDEB,985,1999-01-01,-32.190494931144926,2.211188219998913e-19,,,282.27583103793023,debris,satellite, ,0,,
FENGYUN1CDEB,986,1999-01-01,59.93365086935243,2.3255476257123997e-19,,,80.05948742529216,debris,satellite, ,0,,
FENGYUN1CDEB,987,1999-01-01,77.34693574720514,2.347855086723121e-19,,,196.22218237939458,debris,satellite, ,0,,
FENGYUN1CDEB,988,1999-01-01,-15.439340828546912,2.3304014221496235e-19,,,101.52368780952294,debris,satellite, ,0,,
FENGYUN1CDEB,989,1999-01-01,58.891340370237124,2.332839106868185e-19,,,65.6882558053089,debris,satellite, ,0,,
FENGYUN1CDEB,990,1999-01-01,42.76694921008943,2.3481405078556623e-19,,,211.57487857712036,debris,satellite, ,0,,
FENGYUN1CDEB,991,1999-01-01,-80.78962688895311,2.349766433678174e-19,,,343.0362651703258,debris,satellite, ,0,,
FENGYUN1CDEB,992,1999-01-01,-5.272733685002415,2.369652339042181e-19,,,316.1853344843594,debris,satellite, ,0,,
FENGYUN1CDEB,993,1999-01-01,64.75894705364354,2.3425797460424308e-19,,,215.60967600029375,debris,satellite, ,0,,
FENGYUN1CDEB,994,1999-01-01,-10.08843967892593,2.4276676419010837e-19,,,259.20947428728715,debris,satellite, ,0,,
FENGYUN1CDEB,995,1999-01-01,-50.112104819986286,2.3333032370817087e-19,,,345.93686124917434,debris,satellite, ,0,,
FENGYUN1CDEB,996,1999-01-01,-9.231366430372614,2.347855632094385e-19,,,247.49526293797462,debris,satellite, ,0,,
FENGYUN1CDEB,997,1999-01-01,71.68840583385101,2.346321558329285e-19,,,81.04558715710529,debris,satellite, ,0,,
FENGYUN1CDEB,998,1999-01-01,41.161863333169855,2.3801388765856477e-19,,,126.9793693343428,debris,satellite, ,0,,
FENGYUN1CDEB,999,1999-01-01,-57.156002448430726,2.3206542150184078e-19,,,349.9853018118978,debris,satellite, ,0,,
FENGYUN1CDEB,1000,1999-01-01,60.522174776119634,2.368238773437313e-19,,,257.2917038462316,debris,satellite, ,0,,
FENGYUN1CDEB,1001,1999-01-01,-56.69142281264668,2.372598190041052e-19,,,246.39126431796046,debris,satellite, ,0,,
FENGYUN1CDEB,1002,1999-01-01,32.02028073041545,2.3164736115692903e-19,,,106.94126704099085,debris,satellite, ,0,,
FENGYUN1CDEB,1003,1999-01-01,44.863157749636876,2.3577708138165945e-19,,,27.67210805221961,debris,satellite, ,0,,
FENGYUN1CDEB,1004,1999-01-01,29.99311557261402,2.358272626825232e-19,,,230.28376041964702,debris,satellite, ,0,,
FENGYUN1CDEB,1005,1999-01-01,-79.12307317584825,2.338086931136157e-19,,,309.43654420720384,debris,satellite, ,0,,
FENGYUN1CDEB,1006,1999-01-01,-7.345856833123047,2.342020615449496e-19,,,303.1767719749633,debris,satellite, ,0,,
FENGYUN1CDEB,1007,1999-01-01,41.8010009119695,2.323772039952187e-19,,,87.40208170704821,debris,satellite, ,0,,
FENGYUN1CDEB,1008,1999-01-01,45.998204320048075,2.303607500962549e-19,,,344.07732276076615,debris,satellite, ,0,,
FENGYUN1CDEB,1009,1999-01-01,-76.62501454263946,2.338739821470376e-19,,,252.39272313650096,debris,satellite, ,0,,
FENGYUN1CDEB,1010,1999-01-01,2.04875133411623,2.340567687063884e-19,,,160.72532427969537,debris,satellite, ,0,,
FENGYUN1CDEB,1011,1999-01-01,-47.54852439176919,2.3679266156110656e-19,,,23.761935073332715,debris,satellite, ,0,,
FENGYUN1CDEB,1012,1999-01-01,-72.1830281538147,2.372025034756519e-19,,,299.32580389513413,debris,satellite, ,0,,
FENGYUN1CDEB,1013,1999-01-01,-20.046733836391304,2.3091849240121305e-19,,,235.96976484083248,debris,satellite, ,0,,
FENGYUN1CDEB,1014,1999-01-01,12.034846537393566,2.354809603223051e-19,,,243.3179470454344,debris,satellite, ,0,,
FENGYUN1CDEB,1015,1999-01-01,-32.96718543353351,2.3352092465934e-19,,,12.08009506775614,debris,satellite, ,0,,
FENGYUN1CDEB,1016,1999-01-01,73.42717849128833,2.340605613935277e-19,,,205.6939314670431,debris,satellite, ,0,,
FENGYUN1CDEB,1017,1999-01-01,75.16445553960297,2.272191926366132e-19,,,147.72866114575203,debris,satellite, ,0,,
FENGYUN1CDEB,1018,1999-01-01,-33.3266940597035,2.245452646909419e-19,,,73.85487169603954,debris,satellite, ,0,,
FENGYUN1CDEB,1019,1999-01-01,11.083653140972633,2.328122322189282e-19,,,258.9951064725924,debris,satellite, ,0,,
FENGYUN1CDEB,1020,1999-01-01,28.461141375039677,2.352595944335067e-19,,,315.60102074298527,debris,satellite, ,0,,
FENGYUN1CDEB,1021,1999-01-01,71.14361991260346,2.3408455095263567e-19,,,224.48880728849616,debris,satellite, ,0,,
FENGYUN1CDEB,1022,1999-01-01,-26.379556996140565,2.3451698053013446e-19,,,263.49695483941883,debris,satellite, ,0,,
FENGYUN1CDEB,1023,1999-01-01,27.71282738298032,2.3341513162076607e-19,,,64.61099660080296,debris,satellite, ,0,,
FENGYUN1CDEB,1024,1999-01-01,-9.55684812962609,2.336919017134615e-19,,,262.94248480036435,debris,satellite, ,0,,
FENGYUN1CDEB,1025,1999-01-01,-77.98831181432088,2.3425245780734645e-19,,,3.4561100432963454,debris,satellite, ,0,,
FENGYUN1CDEB,1026,1999-01-01,-27.06115021118163,2.339549877084489e-19,,,69.59781978261134,debris,satellite, ,0,,
FENGYUN1CDEB,1027,1999-01-01,-47.86448307873854,2.323525652371564e-19,,,258.0590708254417,debris,satellite, ,0,,
FENGYUN1CDEB,1028,1999-01-01,3.3832674115756034,2.313911791862576e-19,,,285.3498828870438,debris,satellite, ,0,,
FENGYUN1CDEB,1029,1999-01-01,13.299816028882544,2.321589227505941e-19,,,126.55004836658381,debris,satellite, ,0,,
FENGYUN1CDEB,1030,1999-01-01,2.9740026577574032,2.35300977269773e-19,,,48.82761140772518,debris,satellite, ,0,,
FENGYUN1CDEB,1031,1999-01-01,33.12364718480197,2.336171420765473e-19,,,34.83013301958593,debris,satellite, ,0,,
FENGYUN1CDEB,1032,1999-01-01,-75.83473203989689,2.36540254163468e-19,,,31.426807460227927,debris,satellite, ,0,,
FENGYUN1CDEB,1033,1999-01-01,68.61763290409489,2.318822127821225e-19,,,126.6879532173084,debris,satellite, ,0,,
FENGYUN1CDEB,1034,1999-01-01,80.91518648207766,2.3504907018928125e-19,,,145.49677337534575,debris,satellite, ,0,,
FENGYUN1CDEB,1035,1999-01-01,-51.67534943345288,2.3471634786017467e-19,,,60.487384273743174,debris,satellite, ,0,,
FENGYUN1CDEB,1036,1999-01-01,-41.17584137379768,2.352669499878453e-19,,,20.400554854562216,debris,satellite, ,0,,
FENGYUN1CDEB,1037,1999-01-01,-80.37199989546745,2.353665633309173e-19,,,39.112092871493296,debris,satellite, ,0,,
FENGYUN1CDEB,1038,1999-01-01,-4.4602563103933885,2.324922352263805e-19,,,88.64403952053055,debris,satellite, ,0,,
FENGYUN1CDEB,1039,1999-01-01,59.841134025677356,2.364331502502053e-19,,,70.03238102829015,debris,satellite, ,0,,
FENGYUN1CDEB,1040,1999-01-01,51.186447105948474,2.346871116515721e-19,,,345.2855468795272,debris,satellite, ,0,,
FENGYUN1CDEB,1041,1999-01-01,-31.787975916625662,2.408968813168535e-19,,,253.90445787587637,debris,satellite, ,0,,
FENGYUN1CDEB,1042,1999-01-01,-66.07240906134784,2.331111612637e-19,,,340.06732689336184,debris,satellite, ,0,,
FENGYUN1CDEB,1043,1999-01-01,-57.433930613305186,2.2915164525428173e-19,,,224.66135668687062,debris,satellite, ,0,,
FENGYUN1CDEB,1044,1999-01-01,-26.606623139890324,2.3345275564260593e-19,,,51.49045364799243,debris,satellite, ,0,,
FENGYUN1CDEB,1045,1999-01-01,-31.66086812293901,2.365820569817745e-19,,,264.46054093802405,debris,satellite, ,0,,
FENGYUN1CDEB,1046,1999-01-01,-41.84801079816382,2.3356994149654426e-19,,,266.7943014677288,debris,satellite, ,0,,
FENGYUN1CDEB,1047,1999-01-01,-16.441526210331276,2.3450752560559195e-19,,,52.71726948273613,debris,satellite, ,0,,
FENGYUN1CDEB,1048,1999-01-01,60.036443299854355,2.33191199891918e-19,,,326.20060028794944,debris,satellite, ,0,,
FENGYUN1CDEB,1049,1999-01-01,19.82795307552542,2.298338259856856e-19,,,122.24265888300016,debris,satellite, ,0,,
FENGYUN1CDEB,1050,1999-01-01,-62.51115518673869,2.33917132965826e-19,,,252.0167177069028,debris,satellite, ,0,,
FENGYUN1CDEB,1051,1999-01-01,-20.03821868809193,2.3682896161394425e-19,,,338.3445324602492,debris,satellite, ,0,,
FENGYUN1CDEB,1052,1999-01-01,61.83507271723922,2.3217439232185985e-19,,,282.9904697460136,debris,satellite, ,0,,
FENGYUN1CDEB,1053,1999-01-01,43.782450388769035,2.3474714618168317e-19,,,100.4937454214584,debris,satellite, ,0,,
FENGYUN1CDEB,1054,1999-01-01,-49.66832818975578,2.3346953057576683e-19,,,355.04172111215865,debris,satellite, ,0,,
FENGYUN1CDEB,1055,1999-01-01,-8.863936964796846,2.3301179042577627e-19,,,268.984837756013,debris,satellite, ,0,,
FENGYUN1CDEB,1056,1999-01-01,-48.29126851865496,2.392583584673785e-19,,,191.70145332493183,debris,satellite, ,0,,
FENGYUN1CDEB,1057,1999-01-01,-2.8259140836775427,2.4806980760581104e-19,,,131.68644998520648,debris,satellite, ,0,,
